NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm
"Farinhas",3761857,"","Açafrão - 500g",500,"COPABASE - Cooperativa Agroextrativista em base de Agricultura Familiar Sustentável e Economia Solidária. Congrega em seus quadros 150 agricultores familiares do Vale do Rio Urucuia.","Congregando em seus quadros 150 agricultores familiares do Vale do Rio Urucuia, a Cooperativa Agroextrativista em base de Agricultura Familiar Sustentável e Economia Solidária – COPABASE tem por missão gerar trabalho e renda para as famílias, sob os princípios da Economia Popular Solidária",0,0,True,0,0,23,0
"Farinhas",4903106,"","Açafrão - 70g",70,"COPABASE - Cooperativa Agroextrativista em base de Agricultura Familiar Sustentável e Economia Solidária. Congrega em seus quadros 150 agricultores familiares do Vale do Rio Urucuia.","Congregando em seus quadros 150 agricultores familiares do Vale do Rio Urucuia, a Cooperativa Agroextrativista em base de Agricultura Familiar Sustentável e Economia Solidária – COPABASE tem por missão gerar trabalho e renda para as famílias, sob os princípios da Economia Popular Solidária.",39,1,True,0,0,10,0
"Farinhas",5025867,"","Farinha de jatobá - 100g",150,"Polpa de Jatobá Integral
Produzido por CEPPEC - MS
Centro de Produção Pesquisa e Capacitação do Cerrado","Centro de Produção Pesquisa e Capacitação do Cerrado
Fundado em 2005, o CEPPEC é uma organização composta por agricultores familiares do assentamento Andalúcia, município de Nioaque, Mato Grosso do Sul.

Essas mulheres e suas famílias também praticam o extrativismo de base sustentável de cumbaru, produzem farinha de jatobá e pequi, tornando o CEPPEC uma referência de desenvolvimento local sustentável e preservação do Cerrado no Mato Grosso do Sul.

As mulheres do grupo também trabalham com tecelagem de roupas e artigos para cama e mesa a partir de matérias-primas das plantas nativas do Cerrado (palhas, fibras e sementes) e cultivadas em sistemas agroecológicos no assentamento. As peças são tingidas com corantes naturais de plantas nativas, como barbatimão, jenipapo e angico.",0,0,True,0,0,10,8
"Farinhas",5025879,"","Farinha de jatobá 1kg",1100,"Polpa de Jatobá Integral
Produzido por CEPPEC - MS
Centro de Produção Pesquisa e Capacitação do Cerrado","Centro de Produção Pesquisa e Capacitação do Cerrado
Fundado em 2005, o CEPPEC é uma organização composta por agricultores familiares do assentamento Andalúcia, município de Nioaque, Mato Grosso do Sul.

Essas mulheres e suas famílias também praticam o extrativismo de base sustentável de cumbaru, produzem farinha de jatobá e pequi, tornando o CEPPEC uma referência de desenvolvimento local sustentável e preservação do Cerrado no Mato Grosso do Sul.

As mulheres do grupo também trabalham com tecelagem de roupas e artigos para cama e mesa a partir de matérias-primas das plantas nativas do Cerrado (palhas, fibras e sementes) e cultivadas em sistemas agroecológicos no assentamento. As peças são tingidas com corantes naturais de plantas nativas, como barbatimão, jenipapo e angico.",0,0,True,0,0,80,0
"Farinhas",2506087,"","Farinha de jatobá 200g",350,"CEPPEC – Centro de Produção, Pesquisa e Capacitação do Cerrado
Nioaque – MS","CEPPEC – Centro de Produção, Pesquisa e Capacitação do Cerrado
Nioaque – MS
Tecelagem de algodão, lã e anafaia com tingimento natural e fibras e vegetais – Bolsas femininas, Bolas/pastas promocionais para eventos, capa para pastas, mantas, cachecol, jogos americano, tapetes, saias, chapéu/gorros, etc.
Castanha de baru, farinha de jatobá e pequi",0,11,False,17,0,15,0
"Farinhas",3761832,"","Farinha de Mandioca- 1kg",1500,"Farinha de Mandioca- 1kg
COPABASE (MG)-Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.","Farinha de Mandioca- 1kg
Congregando em seus quadros 150 agricultores familiares do Vale do Rio Urucuia, a Cooperativa Agroextrativista em base de Agricultura Familiar Sustentável e Economia Solidária – COPABASE tem por missão gerar trabalho e renda para as famílias, sob os princípios da Economia Popular Solidária",0,1,True,0,0,16,0
"Farinhas",2466588,"","Farinha de pequi",250,"COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG
Pequi em conserva, óleo de pequi, castanha de pequi e polpas de frutas nativas congeladas","COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG
Pequi em conserva, óleo de pequi, castanha de pequi e polpas de frutas nativas congeladas",0,0,False,0,0,6,0
"Farinhas",2506099,"","Farinha de Pequi c/ paçoca de carne de sol",250,"Farinha de Pequi c/ paçoca de carne de sol
COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG","COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG
Pequi em conserva, óleo de pequi, castanha de pequi e polpas de frutas nativas congeladas",0,0,False,0,0,6,0
"Farinhas",5025868,"","Farofa de Pequi 250g",300,"Farofa de Pequi - 250g
COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG","COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG
Pequi em conserva, óleo de pequi, castanha de pequi, farofa de pequi e polpas de frutas nativas congeladas",0,0,True,0,0,15,0
"Farinhas",2466596,"","Mesocarpo de babaçu 500g",530,"Mesocarpo de babaçu BIO NUTRI 100% natural
COOPAESP – Cooperativa dos Pequenos Produtores Agroextrativista de Esperantinópolis
Esperantinópolis-MA
Mesocarpo de Babaçu BioNutri","Mesocarpo de babaçu BIO NUTRI 100% natural
COPPAESP – Cooperativa dos Pequenos Produtores Agroextrativista de Esperantinópolis
Esperantinópolis-MA
Mesocarpo de Babaçu BioNutri

COMPOSIÇÃO QUÍMICA
O mesocarpo de babaçu é a substância colhida entre o epicarpo e o endocarpo do coco de babaçu e quimicamente formado de compostos ricos em glicerina, ácido fosfórico ecolina.
Modo de usar:
O mesocarpo de babaçu pode ser tomado diluído em água, leite, suco ou misturado na comida, na medida de uma colher de sopa 2 vezes ao dia ou pode ser acrescentado nas receitas de bolos, pães e mingaus.
INDICAÇÕES
O mesocarpo de babaçu é um complemento alimentar rico em amidos e sais minerais, extraído de um vegetal rico em fibras, sendo por isso indicado para prisão de ventre, colite e obesidade. Além disso, possui propriedades antiinflamatórias e analgésicas, o que torna também indicado no tratamento de artrite reumatóide, prostatite, úlceras, cansaço físico e mental, esgotamento, tumores e inflamações em geral.",0,10,False,18,0,15,0
"Frutas desidratadas",2466572,"","Banana Desidratada",100,"CAV
Bom Sem Base
Turmaina-MG","CAV
Bom Sem Base
Turmaina-MG",10,0,False,0,0,2.5,0
"Frutas desidratadas",5025871,"","Raspa de Buriti Desidratado 140g",150,"Raspa de Buriti Desidratado 140g","Raspa de Buriti Desidratado 140g",0,0,True,0,0,0,0
"Macauba",3327517,"","Azeite de Babaçu - 500ml",950,"Azeite de Babaçu - 500ml
CIMQCB – Cooperativa Interestadual das Mulheres Quebradeiras de Coco de Babaçu
Maranhão, Pará, Tocantins e Piauí
Azeite de Babaçu","Azeite de Babaçu - 500ml
CIMQCB – Cooperativa Interestadual das Mulheres Quebradeiras de Coco de Babaçu
Maranhão, Pará, Tocantins e Piauí
Azeite de Babaçu",0,15,False,0,0,20,0
"Macauba",5182927,"az_babacu","Azeite de Babaçu Tradicional - 150ml",300,"Produzido por: Cooperativa Interestadual do Movimento das Quebradeiras de Coco Babaçu

Extraído na panela de forma tradicional","Produzido por: Cooperativa Interestadual do Movimento das Quebradeiras de Coco Babaçu

Extraído na panela de forma tradicional

CIMQCB é uma cooperativa de organizações lideradas por trabalhadoras rurais extrativistas do babaçu dos estados do Pará, Tocantins, Piauí e Maranhão. Atuando em rede há dezoito anos, essas mulheres vêm transformando seu dia-a-dia em movimentos pela distribuição de renda, pela inclusão, pela diversidade de idéias e modos de vida e pela preservação da natureza.",0,0,True,0,0,10,0
"Macauba",5182921,"ol_babacu","Óleo de Babaçu - 150ml",300,"Produzido por: Cooperativa Interestadual do Movimento das Quebradeiras de Coco Babaçu

Extraído por processo de prensagem à frio","Produzido por: Cooperativa Interestadual do Movimento das Quebradeiras de Coco Babaçu

Extraído por processo de prensagem à frio

CIMQCB é uma cooperativa de organizações lideradas por trabalhadoras rurais extrativistas do babaçu dos estados do Pará, Tocantins, Piauí e Maranhão. Atuando em rede há dezoito anos, essas mulheres vêm transformando seu dia-a-dia em movimentos pela distribuição de renda, pela inclusão, pela diversidade de idéias e modos de vida e pela preservação da natureza.",0,0,True,0,0,10,0
"Macauba",5025876,"","Óleo de Babaçu - 5 litros",5500,"Óleo de Babaçu - 5 litros","Óleo de Babaçu - 5 litros
Produto extraído na panela pelas Quebradeiras de Coco de Babaçu através do método tradicional de fervura.",4,4,False,0,0,250,0
"Macauba",5025873,"","Óleo de Macaúba - 1 litro",1100,"Óleo de Macaúba - 1000ml
Óleo da amendoa do coco da macaúba extraído por prensagem a frio.","Óleo de Macaúba - 1000ml",0,0,True,0,0,80,0
"Macauba",5182923,"ol_macauba","Óleo de Macaúba - 150ml",300,"Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências

Montes Claros – MG

Óleo de macaúba extraído pelo processo de prensagem à frio (castanha e polpa)","Associação de Pequenos Trabalhadores Rurais de Riacho D’anta e Adjacências

Montes Claros – MG

Óleo de macaúba extraído pelo processo de prensagem à frio (castanha e polpa)
 
Na comunidade de Riacho D’Anta vivem cerca de 40 famílias agroextrativistas. Para que a fábrica funcione plenamente, será necessário envolver outras 62 comunidades da região no fornecimento de macaúba. Além dos óleos, a fábrica processará pequi em conserva, como forma de otimizar a estrutura e ampliar a geração de renda.",0,6,True,0,0,10,0
"Macauba",2506098,"","Óleo de Pequi",50,"COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG
Pequi em conserva, óleo de pequi, castanha de pequi e polpas de frutas nativas congeladas","COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG
Pequi em conserva, óleo de pequi, castanha de pequi e polpas de frutas nativas congeladas",0,0,False,0,0,6.5,0
"Macauba",5025875,"","Óleo de Pequi - 1 litro",1100,"Óleo de Pequi - 1 litro","Óleo de Pequi - 1000ml",0,0,True,0,0,60,0
"Macauba",5025874,"","Óleo de Pequi - 500ml",600,"Óleo de Pequi - 500ml","Óleo de Pequi - 500ml",0,2,True,0,0,30,0
"Mel",2466595,"","Cx Mel de Abelha Tiúba",65,"AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.","AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.",15,0,False,0,0,10,0
"Mel",2498337,"","Kit Natmel  2 Natmel 65g",130,"Kit Natmel Caixa e 2 Natmel 65g
AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA","AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.",10,0,False,0,0,25,0
"Mel",2503664,"","Mel bisnaga",350,"CAV
Bom Sem Base
Turmaina-MG","CAV
Bom Sem Base
Turmaina-MG",0,0,False,0,0,4.5,0
"Mel",2503667,"","Mel bisnaga",500,"CAV
Bom Sem Base
Turmaina-MG","CAV
Bom Sem Base
Turmaina-MG",10,0,False,0,0,10,0
"Mel",2517406,"","Mel de Abelha bisnaga",350,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,8,0
"Mel",4903101,"","Mel de Abelha bisnaga 200g",200,"COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG","COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG
Produtos: Mel de abelhas em sachê e bisnagas, castanha de baru, farinha de mandioca, óleo de pequi, rapadurinha, polpa de frutas, açucar mascavo, dentre outros.",12,24,True,0,0,14,0
"Mel",4903100,"","Mel de Abelha bisnaga 340g",340,"COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG","COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG
Produtos: Mel de abelhas em sachê e bisnagas, castanha de baru, farinha de mandioca, óleo de pequi, rapadurinha, polpa de frutas, açucar mascavo, dentre outros.",13,12,True,0,0,20,0
"Mel",4903099,"","Mel de Abelha bisnaga 500g",500,"COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG","COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG
Produtos: Mel de abelhas em sachê e bisnagas, castanha de baru, farinha de mandioca, óleo de pequi, rapadurinha, polpa de frutas, açucar mascavo, dentre outros.",10,12,True,0,0,26,0
"Mel",4903102,"","Mel de Abelha sachê  500g",500,"COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG","COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG
Produtos: Mel de abelhas em sachê e bisnagas, castanha de baru, farinha de mandioca, óleo de pequi, rapadurinha, polpa de frutas, açucar mascavo, dentre outros.",0,0,True,0,0,25,0
"Mel",4903104,"","Mel de Abelha sachê 1000g",1000,"COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG","COPABASE - Cooperativa da Agricultura Familiar Sustentável com base na Economia Solidária Ltda.
Arinos - MG
Produtos: Mel de abelhas em sachê e bisnagas, castanha de baru, farinha de mandioca, óleo de pequi, rapadurinha, polpa de frutas, açucar mascavo, dentre outros.",0,0,True,0,0,50,0
"Mel",2498343,"","Mel de Abelha Tiúba 235g",350,"Natmel bisnaga 235g (Mel de Abelha Tiúba)
AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA","AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.",0,0,True,0,0,15,0
"Mel",2498340,"","Mel de Abelha Tiúba 65g",150,"Natmel vidro 65 g (Mel de AbelhaTiúba)
AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA","AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.",0,0,True,0,0,10,0
"Mel",2498342,"","Mel de Abelha Tiúba vidro",235,"Natmel vidro 200ml  (Mel de Abelha Tiúba)
AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA","AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.",0,0,True,0,0,18.5,0
"Mel",2503686,"","Mel em sachê",200,"","CAV
Bom Sem Base
Turmaina-MG",0,0,False,0,0,3.5,0
"Mel",2466593,"","Mel Grande Sertão",500,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,12,0
"Mel",2503672,"","Mel pote",1000,"CAV
Bom Sem Base
Turmaina-MG","CAV
Bom Sem Base
Turmaina-MG",10,0,False,0,0,9,0
"Mel",2503682,"","Mel pote",500,"CAV
Bom Sem Base
Turmaina-MG","CAV
Bom Sem Base
Turmaina-MG",10,0,False,0,0,5,0
"Mel",2498345,"","Polén",12,"AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.","AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.",10,0,False,0,0,6,0
"Mel",2498348,"","Polímia",20,"AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.","AMAVIDA – Associação Maranhense para a Conservação da Natureza
Envolve 2 empreendimentos – Meliponina e ASTUR
Barreirinhas e São Luis – MA
Produtos: Natmel das abelhas Tiúba, Uruçu e Jandaíra.",10,0,False,0,0,15,0
"Mel",2503687,"","Própolis 20ml",100,"CAV
Bom Sem Base
Turmaina-MG","CAV
Bom Sem Base
Turmaina-MG",0,0,False,0,0,20,0
"Outros",4903107,"","Azeite de Babaçu - 500ml Prensado à frio",950,"Azeite de Babaçu - Prensado à frio - 500ml
CIMQCB – Cooperativa Interestadual das Mulheres Quebradeiras de Coco de Babaçu
Maranhão, Pará, Tocantins e Piauí
Azeite de Babaçu","Azeite de Babaçu - Prensado à frio - 500ml
CIMQCB – Cooperativa Interestadual das Mulheres Quebradeiras de Coco de Babaçu
Maranhão, Pará, Tocantins e Piauí
Azeite de Babaçu",0,0,False,0,0,20,0
"Outros",2503613,"","Chá de hibiscus/vinagreira 50g",75,"Promessa de Futuro
Pirenópolis – GO
Picles, geléias, chutney, castanha de baru, feijão azuki","Promessa de Futuro
Pirenópolis – GO
Picles, geléias, chutney, castanha de baru, feijão azuki",5,0,False,0,0,10,0
"Outros",2466589,"","Feijão azuki",500,"Promessa de Futuro
Pirenópolis – GO
Picles, geléias, chutney, castanha de baru, feijão azuki","Promessa de Futuro
Pirenópolis – GO
Picles, geléias, chutney, castanha de baru, feijão azuki",0,0,False,0,0,5,0
"Outros",5182908,"ol_pequi","Óleo de Pequi - 150ml",300,"COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG
","COOPERJAP – Cooperativa do Produtores Rurais e Catadores de Pequi
Japonvar – MG

Cerca de 250 famílias, em 30 organizações de produtores, entre elas a Associação dos Pequenos Produtores Rurais da Cabeceira do Mangaí (Aprocam) participam do empreendimento e processaram o pequi em núcleos comunitários de despolpa. Com isso, o extrativismo está se transformando na principal fonte de renda dos produtores locais.",0,24,True,0,0,10,0
"Outros",4903108,"","Queijo Minas Artesanal",1000,"Queijo Minas Artesanal - IMPERIAL
Produto elaborado com leite cru
João José de Melo.
Serra do Salitre - MG","Queijo Minas Artesanal - IMPERIAL
Produto elaborado com leite cru por João José de Melo na Fazenda Pavão, Serra do Salitre - MG.
Produzido seguindo rigorosa normas de fabricação e qualidade o queijo Artesanal Serra do Salitre é feito seguindo a tradição de mais de 200 anos, sendo reconhecido pelo IPHAN a forma de fazer o queijo artesanal como patrimônio imaterial do Brasil.",0,0,False,0,0,40,0
"Outros",4903109,"","Queijo Minas Artesanal - Meia Cura",1000,"Queijo Minas Artesanal - IMPERIAL
Produto elaborado com leite cru. 
Serra do Salitre - MG","Queijo Minas Artesanal - IMPERIAL
Produto elaborado com leite cru por João José de Melo na Fazenda Pavão, Serra do Salitre - MG.
Produzido seguindo rigorosa normas de fabricação e qualidade o queijo Artesanal Serra do Salitre é feito seguindo a tradição de mais de 200 anos, sendo reconhecido pelo IPHAN a forma de fazer o queijo artesanal como patrimônio imaterial do Brasil.",0,0,False,0,0,40,0
"Polpas de frutas",2517415,"","Polpa de abacaxi",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,1.4,0
"Polpas de frutas",2517416,"","Polpa de acerola",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,0.8,0
"Polpas de frutas",2517420,"","Polpa de araçá",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,0.8,0
"Polpas de frutas",2517421,"","Polpa de coquinho azedo",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,0.8,0
"Polpas de frutas",2517424,"","Polpa de goiaba",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,1.15,0
"Polpas de frutas",2517429,"","Polpa de manga",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,0.8,0
"Polpas de frutas",2517439,"","Polpa de mangaba",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,0.65,0
"Polpas de frutas",2517442,"","Polpa de maracujá nativo",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,1,0
"Polpas de frutas",2517445,"","Polpa de panã",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,1.15,0
"Polpas de frutas",2517446,"","Polpa de seriguela",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,1.5,0
"Polpas de frutas",2517447,"","Polpa de tamarindo",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,0.8,0
"Polpas de frutas",2517448,"","Polpa de Umbú",100,"Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.","Cooperativa Agroextrativista Grande Sertão
Sede em Montes Claros – MG, porém com atuação em toda região do Norte de MG.
Polpas de fruta congelada: araçá, cajá, coquinho azedo, mangaba, maracujá nativo, panã/araticum, seriguela, tamarindo, acerola, abacaxi, goiaba, manga e maracujá. Pequi congelado, óleo de pequi, polpa de pequi em conserva, rapadurinha, açúcar mascavo, mel (apis), arroz de pilão, farinha de mandioca",10,0,False,0,0,0.8,0
